@relation 'Coh-Metrix-Port Projeto PLN-weka.filters.unsupervised.attribute.Remove-R1'

@attribute rotulo {0,1}
@attribute basic_counts_adjectives numeric
@attribute basic_counts_adverbs numeric
@attribute basic_counts_content_words numeric
@attribute basic_counts_flesch numeric
@attribute basic_counts_function_words numeric
@attribute basic_counts_sentences_per_paragraph numeric
@attribute basic_counts_syllables_per_content_word numeric
@attribute basic_counts_words_per_sentence numeric
@attribute basic_counts_nouns numeric
@attribute basic_counts_paragraphs numeric
@attribute basic_counts_sentences numeric
@attribute basic_counts_words numeric
@attribute basic_counts_pronouns numeric
@attribute basic_counts_verbs numeric
@attribute logic_operators_and_incidence numeric
@attribute logic_operators_if_incidence numeric
@attribute logic_operators_or_incidence numeric
@attribute logic_operators_negation_incidence numeric
@attribute logic_operators_logic_operators numeric
@attribute cw_frequencies_cw_freq numeric
@attribute cw_frequencies_min_cw_freq numeric
@attribute hypernyms_hypernyms_verbs numeric
@attribute tokens_brunet numeric
@attribute tokens_honore numeric
@attribute tokens_mcu numeric
@attribute tokens_pronouns_per_np numeric
@attribute tokens_personal_pronouns numeric
@attribute tokens_ttr numeric
@attribute connectives_conn_incidence numeric
@attribute connectives_add_neg_conn_incidence numeric
@attribute connectives_add_pos_conn_incidence numeric
@attribute connectives_cau_neg_conn_incidence numeric
@attribute connectives_cau_pos_conn_incidence numeric
@attribute connectives_log_neg_conn_incidence numeric
@attribute connectives_log_pos_conn_incidence numeric
@attribute connectives_tmp_neg_conn_incidence numeric
@attribute connectives_tmp_pos_conn_incidence numeric
@attribute ambiguity_adjectives_ambiguity numeric
@attribute ambiguity_adverbs_ambiguity numeric
@attribute ambiguity_nouns_ambiguity numeric
@attribute ambiguity_verbs_ambiguity numeric
@attribute syntax_cross_entropy numeric
@attribute syntax_dep_distance numeric
@attribute syntax_frazier numeric
@attribute syntax_yngve numeric
@attribute semantic_density_content_density numeric
@attribute constituents_mod_per_np numeric
@attribute constituents_np_incidence numeric
@attribute constituents_words_before_main_verb numeric
@attribute anaphoras_adjacent_refs numeric
@attribute anaphoras_anaphoric_refs numeric
@attribute coreference_adj_arg_ovl numeric
@attribute coreference_arg_ovl numeric
@attribute coreference_adj_stem_ovl numeric
@attribute coreference_stem_ovl numeric
@attribute coreference_adj_cw_ovl numeric
@attribute lsa_adj_mean numeric
@attribute lsa_adj_std numeric
@attribute lsa_all_mean numeric
@attribute lsa_all_std numeric
@attribute lsa_paragraph_mean numeric
@attribute lsa_paragraph_std numeric
@attribute lsa_givenness_mean numeric
@attribute lsa_givenness_std numeric
@attribute lsa_span_mean numeric
@attribute lsa_span_std numeric

@data
0,22.222222,0,511.111111,51.25,488.888889,3,3.043478,15,311.111111,1,3,45,155.555556,177.777778,44.444444,0,0,0,44.444444,177587.9565,46360,1,7.933674,1322.570011,1,0.025641,22.222222,0.888889,88.888889,0,44.444444,0,44.444444,0,44.444444,0,0,1,0,4.285714,8.333333,0.545247,40,7.5,2.25,1.045455,0,488.819227,1,0,0,0,0,0.5,0.333333,0,0.086978,0.03936,0.067454,0.042288,0,0,0.081738,0.044599,0.089517,0.036821
0,114.754098,49.180328,598.360656,14.097459,393.442623,7,3.232877,17.428571,286.885246,1,7,122,65.57377,147.540984,32.786885,0,0,0,32.786885,271151.2603,413,0.388889,9.83959,1104.54344,1.857143,0,0,0.737705,147.540984,8.196721,81.967213,8.196721,65.57377,8.196721,81.967213,0,24.590164,2.928571,3.5,3.657143,12.909091,0.460542,57.285714,7.214286,2.615274,1.520833,0.761905,313.163467,5,0.5,0.5,0.166667,0.190476,0.833333,0.666667,0.666667,0.166254,0.134607,0.139664,0.086546,0,0,0.167514,0.053723,0.257665,0.104873
0,90.909091,45.454545,560.606061,40.641364,424.242424,3,2.945946,22,333.333333,1,3,66,30.30303,90.909091,30.30303,0,0,30.30303,60.606061,314559.4324,3004.333333,1.2,8.998804,827.065425,3,0,0,0.757576,75.757576,15.151515,30.30303,0,15.151515,30.30303,0,0,0,2.833333,0.666667,3.318182,9,0.556915,99.666667,9,3.32118,1.321429,0.236111,281.845238,7.333333,0,0,1,1,2,1.666667,2,0.18166,0.091312,0.194872,0.08357,0,0,0.211733,0.121386,0.213621,0.123273
0,183.673469,20.408163,612.244898,-11.046755,377.55102,5,3.85,19.6,255.102041,1,5,98,61.22449,153.061225,40.816327,10.204082,10.204082,0,61.22449,113439.55,815.2,0.4,9.723522,774.365696,1.6,0.0125,10.204082,0.714286,91.836735,0,40.816327,0,40.816327,0,30.612245,0,10.204082,2.888889,3,4.92,6.285714,0.389499,70,7.3,2.766598,1.621622,1.813333,358.799109,0.2,0,0,1.25,0.6,2,1,1.75,0.3495,0.200783,0.277558,0.15956,0,0,0.31939,0.060011,0.434998,0.148633
0,58.035714,26.785714,602.678571,60.75125,388.392857,14,2.555556,16,419.642857,1,14,224,71.428571,98.214286,40.178571,4.464286,8.928571,8.928571,62.5,707925.8741,1132.428571,0.357143,10.669771,1259.061438,1.642857,0.011905,4.464286,0.669643,58.035714,4.464286,40.178571,0,8.928571,4.464286,4.464286,0,0,3.538462,2.6,1.808511,12,0.722076,83.785714,6.75,2.477215,1.551724,0.797279,434.287069,2.428571,0.076923,0.615385,0.230769,0.285714,0.307692,0.395604,0.230769,0.187281,0.276037,0.100965,0.14267,0,0,0.259481,0.2427,0.425684,0.263635
0,66.037736,37.735849,584.90566,61.29565,377.358491,9,2.645161,11.777778,273.584906,1,9,106,150.943396,207.54717,0,0,18.867925,0,28.301887,216459.7581,10099.55556,0.4,9.848211,723.323523,1.777778,0.064815,28.301887,0.707547,66.037736,0,9.433962,0,37.735849,9.433962,37.735849,0,9.433962,1.714286,2,4.551724,8.571429,0.622653,42.111111,7.611111,2.287899,1.55,0.481481,372.049247,2,0,0.25,0.875,0.805556,1,0.416667,0.625,0.142842,0.15214,0.106023,0.209597,0,0,0.163152,0.125656,0.37065,0.251462
0,27.027027,13.513514,554.054054,49.425068,432.432432,4,2.878049,18.5,378.378378,1,4,74,13.513514,135.135135,13.513514,0,0,0,13.513514,227821.0732,2760,0.444444,9.286938,917.622844,2,0,0,0.72973,81.081081,0,13.513514,0,54.054054,0,40.540541,0,13.513514,2.5,4,1.607143,11.125,0.658666,64.5,7.5,3.086944,1.28125,0.125,282.604895,7.5,0,0,0.666667,0.833333,1.333333,1.166667,0.666667,0.085377,0.039871,0.13514,0.305831,0,0,0.176072,0.119716,0.227453,0.169421
0,51.612903,64.516129,593.548387,32.459624,406.451613,15,3.01087,20.666667,312.903226,1,15,310,93.548387,164.516129,29.032258,0,6.451613,0,35.483871,476817.5924,4304.4,1.108696,11.244809,895.931994,2.4,0.066667,9.677419,0.603226,77.419355,0,54.83871,0,25.806452,0,35.483871,0,9.677419,4.8125,2.307692,3.020619,9.189189,0.468772,79,7.233333,2.672802,1.460317,0.41,360.162469,7.333333,0.285714,0.928571,0.428571,0.485714,1.142857,0.990476,0.928571,0.133837,0.119955,0.15387,0.159409,0,0,0.260873,0.151709,0.376635,0.220383
0,20.408163,0,530.612245,31.979116,469.387755,3,3.269231,16.333333,285.714286,1,3,49,81.632653,224.489796,61.22449,0,0,0,61.22449,231382.8077,1043.666667,0.444444,8.383895,941.680673,1.333333,0,0,0.795918,102.040816,0,81.632653,0,40.816327,0,40.816327,0,0,0,0,3.714286,17.8,0.521262,63.666667,7.333333,3.006346,1.130435,0.305556,342.73183,7,0,0,1,1,1.5,1.666667,1,0.309804,0.134254,0.305002,0.094339,0,0,0.333138,0.157588,0.335753,0.160204
0,126.315789,63.157895,589.473684,47.09977,400,8,3.017857,11.875,273.684211,1,8,95,52.631579,126.315789,63.157895,0,0,21.052632,84.210526,425717.25,99376.25,0.333333,9.844549,676.589654,1.625,0,0,0.684211,94.736842,0,73.684211,0,21.052632,0,21.052632,0,10.526316,4.166667,1.5,2.653846,6,0.850159,44,6.9375,2.044295,1.473684,0.333333,426.723834,5.25,0,0,0.428571,0.214286,1.142857,0.678571,0.857143,0.159185,0.164229,0.122496,0.134146,0,0,0.196197,0.113757,0.2789,0.177489
0,45.454545,0,454.545455,56.933636,545.454545,2,3.4,11,318.181818,1,2,22,90.909091,90.909091,90.909091,0,0,0,90.909091,9872.5,118.5,0,6.811433,805.453608,1,0,0,0.818182,136.363636,0,90.909091,0,45.454545,0,0,0,0,3,0,1.714286,4,0.492174,37.5,6.5,1.795455,0.833333,0.5,714.285714,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,56.603774,37.735849,626.415094,34.248239,350.943396,15,2.975904,17.666667,377.358491,1,15,265,45.283019,154.716981,26.415094,0,3.773585,0,33.962264,539297.9819,4666.733333,0.925,11.135577,892.195072,1.933333,0.070079,18.867925,0.611321,79.245283,0,45.283019,0,30.188679,0,37.735849,0,11.320755,1.266667,1.666667,2.39,8.903226,0.537865,61.666667,6.766667,2.638075,1.784946,0.626667,360.267705,4.266667,0.5,2.071429,0.571429,0.466667,1.142857,0.838095,0.714286,0.253281,0.221851,0.207428,0.156157,0,0,0.348093,0.214466,0.502116,0.222823
0,83.333333,27.777778,583.333333,60.577,416.666667,5,2.904762,7.2,250,1,5,36,194.444444,222.222222,0,27.777778,0,0,27.777778,147476.7143,14436.4,0,7.640455,1608.179251,1.2,0.066667,27.777778,0.861111,27.777778,0,0,0,27.777778,0,27.777778,0,0,1,1,2.888889,10.75,0.721485,20.6,6.5,2.160635,1.4,0.4,384.52381,3.2,0,0,0.25,0.4,0.25,0.2,0,0.151815,0.238122,0.075717,0.166448,0,0,0.055095,0.045324,0.176985,0.227466
0,195.402299,34.482759,666.666667,16.717371,333.333333,4,3.051724,21.75,264.367816,1,4,87,126.436782,172.413793,11.494253,0,0,0,11.494253,138965.3448,1991.5,0.5,9.893445,690.953734,2.75,0,0,0.655172,34.482759,0,22.988506,0,11.494253,0,11.494253,0,0,5.176471,1,4.26087,9.076923,0.46878,109.75,8.375,2.882808,2,1.025,344.494048,8,0,0,2.666667,2.833333,3.666667,4.333333,3,0.475336,0.137438,0.423933,0.133768,0,0,0.524319,0.109735,0.536473,0.098317
0,35.211268,49.295775,549.295775,40.718967,422.535211,6,3,23.666667,323.943662,1,6,142,35.211268,140.84507,49.295775,0,21.126761,0,70.422535,293333.9872,3811.333333,0.5,10.274793,1304.824809,2.5,0.009804,7.042254,0.683099,91.549296,0,84.507042,0,21.126761,0,42.253521,0,7.042254,1.2,1,2.695652,10.307692,0.493885,105.833333,7.666667,3.133706,1.3,0.358333,434.598051,5.833333,0.2,1.8,0,0.2,0.6,0.4,0.2,0.147573,0.098807,0.228313,0.180683,0,0,0.301714,0.190497,0.349832,0.227976
0,51.612903,64.516129,593.548387,32.459624,406.451613,15,3.01087,20.666667,312.903226,1,15,310,93.548387,164.516129,29.032258,0,6.451613,0,35.483871,476817.5924,4304.4,1.108696,11.244809,895.931994,2.4,0.066667,9.677419,0.603226,77.419355,0,54.83871,0,25.806452,0,35.483871,0,9.677419,4.8125,2.307692,3.020619,9.189189,0.468772,79,7.233333,2.672802,1.460317,0.41,360.162469,7.333333,0.285714,0.928571,0.428571,0.485714,1.142857,0.990476,0.928571,0.133837,0.119955,0.15387,0.159409,0,0,0.260873,0.151709,0.376635,0.220383
0,32.258065,129.032258,645.16129,74.390833,322.580645,6,2.5,5.166667,290.322581,1,6,31,161.290323,193.548387,0,0,0,0,0,327262.2,11363,0.666667,7.171873,2162.474456,1,0.055556,32.258065,0.935484,0,0,0,0,0,0,0,0,0,0,2.25,3.111111,11,0.82062,15,5.333333,1.345861,2,0.333333,605.357143,2.166667,0,0.2,0,0,0,0,0,0.018032,0.036063,0.044501,0.039751,0,0,0.059617,0.100442,0.116383,0.150177
0,88.145897,39.513678,586.62614,25.439643,407.294833,14,3.196891,23.5,346.504559,1,14,329,60.790274,112.462006,45.592705,0,0,12.158055,57.75076,429269.6995,2834.5,0.709677,11.790245,810.079407,2.357143,0.005495,3.039514,0.537994,115.50152,3.039514,69.908815,0,42.553191,0,45.592705,0,6.079027,3.137931,1.2,3.868421,6.69697,0.53504,90.571429,7.142857,2.860174,1.440299,0.77568,415.96805,4.714286,0.230769,0.384615,1.230769,1.054945,1.384615,1.098901,1.153846,0.26488,0.233728,0.213113,0.229208,0,0,0.343259,0.156728,0.520651,0.261942
0,55.319149,25.531915,595.744681,50.183611,391.489362,18,2.9,13.055556,400,1,18,235,59.574468,114.893617,34.042553,0,0,0,34.042553,295038.2214,1717.388889,0.826087,10.924675,883.222779,1.555556,0.011995,4.255319,0.634043,85.106383,0,34.042553,0,42.553191,0,25.531915,0,8.510638,1.615385,2.333333,1.904255,10.571429,0.930024,46.222222,6.638889,2.236816,1.521739,0.747685,465.842594,3.166667,0,0,0.235294,0.228758,0.176471,0.20915,0.117647,0.097089,0.148595,0.059063,0.145838,0,0,0.126468,0.154396,0.289157,0.275274
0,58.091286,33.195021,589.211618,35.056671,402.489627,17,3.126761,14.176471,340.248963,1,17,241,70.539419,157.676348,29.045643,0,4.149378,8.298755,41.493776,387756.8732,540.941176,0.84375,10.56225,1473.321652,1.882353,0,0,0.692946,87.136929,0,45.643154,0,49.792531,0,45.643154,0,4.149378,2.928571,1.5,2.52439,6.787879,0,52.058824,6.970588,2.415656,1.463918,0.572549,470.683402,4.647059,0,0,0.375,0.264706,0.5,0.316176,0.4375,0.183881,0.184995,0.13657,0.180649,0,0,0.23607,0.161182,0.421246,0.228548
0,41.401274,44.585987,592.356688,52.603556,401.273885,21,2.774194,14.952381,359.872612,1,21,314,70.063694,146.496815,31.847134,0,3.184713,6.369427,41.401274,455806.4086,829.809524,0.390244,11.141235,1153.343695,1.809524,0.016667,6.369427,0.617834,95.541401,6.369427,38.216561,0,50.955414,3.184713,35.031847,0,12.738853,3.615385,2.583333,1.787611,8.368421,0.638493,62.190476,6.880952,2.366019,1.47619,0.6225,356.182473,3.285714,0.15,0.2,0.4,0.247619,0.4,0.257143,0.4,0.132087,0.167933,0.074942,0.13045,0,0,0.180624,0.161363,0.323698,0.191443
0,66.037736,37.735849,584.90566,61.29565,377.358491,9,2.645161,11.777778,273.584906,1,9,106,150.943396,207.54717,0,0,18.867925,0,28.301887,216459.7581,10099.55556,0.4,9.848211,723.323523,1.777778,0.064815,28.301887,0.707547,66.037736,0,9.433962,0,37.735849,9.433962,37.735849,0,9.433962,1.714286,2,4.551724,8.571429,0.622653,42.111111,7.611111,2.287899,1.55,0.481481,372.049247,2,0,0.25,0.875,0.805556,1,0.416667,0.625,0.142842,0.15214,0.106023,0.209597,0,0,0.163152,0.125656,0.37065,0.251462
0,54.151625,46.931408,599.277978,47.428704,397.111913,19,2.849398,14.578947,346.570397,1,19,277,119.133574,151.624549,39.711191,3.610108,3.610108,3.610108,50.541516,244068.3193,3318.944444,0.527778,11.057231,1142.024324,1.894737,0.018162,3.610108,0.624549,97.472924,3.610108,54.151625,0,43.3213,3.610108,43.3213,0,3.610108,3.666667,2.142857,2.96875,10.710526,0,62.157895,7.105263,2.391354,1.509091,0.538889,0,2.526316,0.222222,1.166667,0.666667,0.426901,0.444444,0.298246,0.277778,0.162267,0.200763,0.127208,0.156857,0,0,0.209286,0.14916,0.391455,0.268312
0,40.909091,31.818182,577.272727,57.44197,422.727273,15,2.685039,14.666667,263.636364,1,15,220,131.818182,240.909091,22.727273,13.636364,4.545455,9.090909,50,168447.6457,5233.266667,0.869565,10.937736,950.748029,2.6,0.026852,13.636364,0.627273,81.818182,9.090909,36.363636,4.545455,40.909091,9.090909,36.363636,0,13.636364,4.111111,3.285714,2.448276,8.897959,0.581374,51.533333,7.333333,2.427162,1.365591,0.346667,394.093259,2.133333,0.285714,1.071429,1,0.552381,0.714286,0.561905,0.642857,0.135162,0.146873,0.101528,0.13954,0,0,0.194766,0.161508,0.344238,0.210972
0,66.037736,37.735849,584.90566,61.29565,377.358491,9,2.645161,11.777778,273.584906,1,9,106,150.943396,207.54717,0,0,18.867925,0,28.301887,216459.7581,10099.55556,0.4,9.848211,723.323523,1.777778,0.064815,28.301887,0.707547,66.037736,0,9.433962,0,37.735849,9.433962,37.735849,0,9.433962,1.714286,2,4.551724,8.571429,0.622653,42.111111,7.611111,2.287899,1.55,0.481481,372.049247,2,0,0.25,0.875,0.805556,1,0.416667,0.625,0.142842,0.15214,0.106023,0.209597,0,0,0.163152,0.125656,0.37065,0.251462
0,153.153153,18.018018,630.630631,-13.07223,360.36036,6,3.9,18.5,324.324324,1,6,111,45.045045,135.135135,63.063063,9.009009,0,0,72.072072,90439.62857,571,0.2,9.876689,1009.878221,1.5,0.009804,9.009009,0.711712,126.126126,0,72.072072,0,45.045045,0,36.036036,0,9.009009,0.764706,3,4.194444,6.428571,0.533885,69,6.916667,2.599576,1.75,1.588889,457.195263,1,0.8,0.8,0.8,0.266667,1.6,0.6,1.2,0.393823,0.230116,0.22502,0.210382,0,0,0.333951,0.179904,0.432376,0.215292
0,28,32,548,57.481337,444,19,2.708029,13.157895,216,1,19,250,140,272,8,12,4,16,40,287697.5255,7360.052632,0.666667,11.786373,772.01971,2.105263,0.093567,16,0.528,76,0,28,0,64,0,64,0,4,4.285714,1.571429,5.111111,9.796875,0.543127,39.736842,8,2.394245,1.234234,0.282456,372.566834,3.947368,0.166667,0.722222,1.055556,0.643275,2.111111,1.362573,1.444444,0.39135,0.310384,0.232049,0.219996,0,0,0.375475,0.170253,0.649881,0.294972
0,45.454545,0,454.545455,56.933636,545.454545,2,3.4,11,318.181818,1,2,22,90.909091,90.909091,90.909091,0,0,0,90.909091,9872.5,118.5,0,6.811433,805.453608,1,0,0,0.818182,136.363636,0,90.909091,0,45.454545,0,0,0,0,3,0,1.714286,4,0.492174,37.5,6.5,1.795455,0.833333,0.5,714.285714,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,35.971223,57.553957,539.568345,71.529715,453.23741,12,2.44,11.583333,194.244604,1,12,139,187.05036,251.798561,14.388489,7.194245,0,7.194245,28.776978,367569.7067,14316.5,0.375,10.755198,666.715716,2.166667,0.09537,43.165468,0.604317,107.913669,7.194245,28.776978,0,57.553957,0,86.330935,0,21.582734,2.2,0.666667,2.888889,12.117647,0.905817,39.583333,7.5,2.098818,1.190476,0.304167,416.100266,1.916667,0.363636,0.545455,0.545455,0.560606,0.454545,0.515152,0.272727,0.187258,0.174331,0.270304,0.250186,0,0,0.387675,0.155308,0.616967,0.202436
0,141.509434,9.433962,603.773585,-18.107987,386.792453,6,3.9375,17.666667,311.320755,1,6,106,84.90566,141.509434,66.037736,9.433962,0,0,75.471698,717314.4375,1456.833333,0.111111,10.109512,746.165319,1.666667,0.018519,9.433962,0.660377,141.509434,0,94.339623,0,47.169811,0,47.169811,0,9.433962,1.066667,6,2.636364,6.714286,0.526064,68.5,7.083333,2.546787,1.560976,2.138889,324.945887,1.333333,0,0,0.8,0.6,1.2,1.333333,0.6,0.425039,0.090453,0.425647,0.260885,0,0,0.497082,0.133252,0.624831,0.162942
0,98.360656,32.786885,546.448087,18.427869,442.622951,7,3.38,26.142857,284.153006,1,7,183,76.502732,131.147541,60.10929,0,0,0,60.10929,141184.01,501.571429,1.166667,10.854127,831.998143,2.571429,0.023214,5.464481,0.622951,103.825137,5.464481,81.967213,5.464481,27.322404,10.928962,21.857923,0,10.928962,0.833333,3,4.096154,10.894737,0.461102,104,8.142857,3.3887,1.234568,0.995238,464.494236,6.857143,0,0,1.5,1.238095,1.666667,1.571429,1.333333,0.267354,0.231991,0.280031,0.184951,0,0,0.370392,0.226187,0.452577,0.287801
0,48.611111,65.972222,625,55.15325,357.638889,15,2.555556,19.2,309.027778,1,15,288,79.861111,201.388889,20.833333,10.416667,3.472222,27.777778,62.5,748254.7389,5777.866667,0.442308,10.994468,957.593245,2.8,0.01422,3.472222,0.635417,90.277778,0,27.777778,0,38.194444,0,52.083333,0,27.777778,1.214286,1.823529,2.651685,10.946429,0.685402,96.2,7.9,2.574911,1.747573,0.785714,385.250571,5.466667,0.142857,0.357143,0.571429,0.361905,1.357143,0.704762,1.071429,0.184668,0.232159,0.084329,0.151782,0,0,0.217701,0.167398,0.379344,0.256983
0,63.829787,106.382979,595.744681,-2.27,404.255319,1,3.214286,47,319.148936,1,1,47,0,106.382979,0,0,21.276596,0,21.276596,375435.1429,0,0.4,8.269546,1058.99531,5,0,0,0.808511,21.276596,0,21.276596,0,21.276596,0,21.276596,0,0,2.666667,2.75,3.4,6.666667,0.437161,291,7.5,4.649123,1.473684,0.6,510.638298,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,64.056939,46.263345,519.572954,66.731158,448.398576,19,2.616438,14.789474,298.932384,1,19,281,78.291815,110.320285,35.587189,3.558719,3.558719,3.558719,46.263345,190489.5,5303.368421,0.346154,11.024734,1007.955857,1.684211,0.026471,7.117438,0.629893,85.409253,3.558719,35.587189,0,42.704626,0,35.587189,0,3.558719,3.833333,2.538462,3.297619,10.703704,0.593196,58.789474,6.131579,2.106234,1.15873,0.315126,363.919903,2.263158,0.111111,0.666667,0.055556,0.105263,0.166667,0.169591,0.055556,0.063068,0.112521,0.044757,0.107345,0,0,0.12493,0.16948,0.234175,0.248944
0,121.73913,26.086957,626.086957,34.269565,347.826087,7,3.055556,16.428571,330.434783,1,7,115,95.652174,147.826087,43.478261,0,0,0,43.478261,172679.1667,5601.142857,0.928571,9.773655,1030.34892,1.857143,0.011905,17.391304,0.73913,60.869565,0,43.478261,0,8.695652,0,8.695652,0,8.695652,3.142857,3.5,3.868421,7.923077,0.50422,53.142857,6.785714,2.803307,1.8,1.095238,499.506256,1.571429,0.333333,0.333333,1.333333,0.571429,1.666667,0.571429,1.5,0.148676,0.131877,0.110769,0.115445,0,0,0.139946,0.1405,0.24024,0.155227
0,62.761506,37.656904,556.485356,51.771268,426.778243,13,2.789474,18.384615,259.414226,1,13,239,83.682008,196.65272,16.736402,4.1841,4.1841,8.368201,33.472803,246856.6917,6812.769231,0.341463,11.413727,673.879405,2.692308,0.072009,16.736402,0.569038,83.682008,8.368201,25.104603,0,37.656904,0,29.288703,0,20.920502,2.2,2.714286,3.209677,8.909091,0.564392,63.769231,7.153846,2.639396,1.303922,0.426923,300.421679,3.538462,0.083333,0.25,0.416667,0.384615,0.75,0.564103,0.833333,0.188951,0.101931,0.131418,0.122961,0,0,0.187751,0.086378,0.338097,0.139074
0,45.454545,0,545.454545,41.923182,454.545455,1,3.083333,22,363.636364,1,1,22,45.454545,136.363636,45.454545,0,0,0,45.454545,21033.91667,0,2.5,6.398838,0,1,0,0,1,45.454545,0,45.454545,0,0,0,0,0,0,1,0,1.875,6,0.612272,117,9,4.111111,1.2,0.75,227.272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,64.056939,46.263345,519.572954,66.731158,448.398576,19,2.616438,14.789474,298.932384,1,19,281,78.291815,110.320285,35.587189,3.558719,3.558719,3.558719,46.263345,190489.5,5303.368421,0.346154,11.024734,1007.955857,1.684211,0.026471,7.117438,0.629893,85.409253,3.558719,35.587189,0,42.704626,0,35.587189,0,3.558719,3.833333,2.538462,3.297619,10.703704,0.593196,58.789474,6.131579,2.106234,1.15873,0.315126,363.919903,2.263158,0.111111,0.666667,0.055556,0.105263,0.166667,0.169591,0.055556,0.063068,0.112521,0.044757,0.107345,0,0,0.12493,0.16948,0.234175,0.248944
0,70,60,610,34.801,370,5,2.934426,20,320,1,5,100,120,160,10,0,0,10,20,397684.1639,5034.8,0.5,9.929631,800,2.4,0.082051,20,0.68,90,20,30,0,40,0,40,0,20,1.142857,1.666667,5.65625,9.538462,0.615989,74.4,7.5,2.783971,1.648649,0.166667,401.212121,5.2,0,0,1.5,2.4,1.25,2,1.25,0.062503,0.054755,0.128046,0.182527,0,0,0.145744,0.114594,0.239168,0.225815
0,89.88764,22.47191,505.617977,27.583834,483.146067,4,3.422222,22.25,280.898876,1,4,89,56.179775,112.359551,78.651685,0,11.235955,11.235955,101.123595,198482.3111,3097.75,0.666667,9.943664,628.13678,2,0,0,0.651685,89.88764,11.235955,78.651685,0,0,0,0,0,0,3.5,1,4,8,0.434423,93,7.125,2.681563,1.046512,1.604167,446.935784,5.25,0,0,2,1.333333,3.333333,3,2.333333,0.392081,0.097707,0.458056,0.191097,0,0,0.516957,0.195001,0.546318,0.232588
0,118.181818,9.090909,618.181818,4.113939,372.727273,6,3.441176,18.333333,354.545455,1,6,110,72.727273,136.363636,72.727273,9.090909,0,0,81.818182,416888.5294,1596,0.5,9.929083,1047.914912,1.5,0.011905,9.090909,0.7,136.363636,0,81.818182,0,36.363636,0,45.454545,0,9.090909,0.769231,6,3.871795,7.538462,0.555322,65.666667,7.166667,2.645783,1.658537,1.75,398.409218,1.5,0,0,1,0.933333,2.2,1.533333,1.2,0.482319,0.220063,0.445407,0.289175,0,0,0.563091,0.180105,0.614629,0.163976
0,27.777778,69.444444,555.555556,55.49,444.444444,4,2.675,18,305.555556,1,4,72,138.888889,152.777778,41.666667,0,13.888889,0,55.555556,210208.975,24090.75,0.272727,9.156115,835.799623,2.25,0.132206,41.666667,0.75,111.111111,0,69.444444,0,27.777778,0,55.555556,0,13.888889,1.5,4,3.454545,14,0.570478,79,7,2.582031,1.25,0.166667,488.642473,9.75,1.666667,2.333333,1.333333,1.166667,1.666667,1.333333,1,0.328935,0.241537,0.224306,0.212588,0,0,0.17956,0.094289,0.333997,0.241797
0,45.454545,0,545.454545,41.923182,454.545455,1,3.083333,22,363.636364,1,1,22,45.454545,136.363636,45.454545,0,0,0,45.454545,21033.91667,0,2.5,6.398838,0,1,0,0,1,45.454545,0,45.454545,0,0,0,0,0,0,1,0,1.875,6,0.612272,117,9,4.111111,1.2,0.75,227.272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,44.642857,31.25,571.428571,55.605357,410.714286,16,2.765625,14,383.928571,1,16,224,75.892857,111.607143,35.714286,0,0,4.464286,40.178571,190894.2578,4938.25,0.375,10.534344,1256.167044,1.625,0.015625,4.464286,0.691964,75.892857,4.464286,35.714286,0,22.321429,0,26.785714,0,8.928571,1.7,2.8,3.081395,8.782609,0,60.6875,6.71875,2.361043,1.391304,0.205171,511.195055,2.75,0,0.2,0.666667,0.133333,0.8,0.275,0.6,0.126406,0.169147,0.077687,0.123357,0,0,0.134366,0.16428,0.293992,0.193174
0,80.645161,40.322581,612.903226,32.902168,387.096774,9,3.144737,13.777778,370.967742,1,9,124,48.387097,120.967742,8.064516,0,0,24.193548,32.258065,322128.5395,3564.333333,0.615385,10.527309,848.386683,1.666667,0,0,0.620968,56.451613,0,24.193548,0,40.322581,0,24.193548,0,8.064516,2.4,2,2.586957,7.785714,0.489676,52.888889,7,2.083191,1.583333,0.48545,516.53596,2.222222,0,0,1,0.611111,1,0.888889,0.875,0.267354,0.305464,0.173233,0.216247,0,0,0.276287,0.251409,0.349821,0.308888
0,73.170732,36.585366,548.780488,40.92061,402.439024,7,3.177778,11.714286,317.073171,1,7,82,85.365854,121.951219,12.195122,0,0,0,12.195122,147507.7333,5264.857143,0.5,9.303013,847.546135,1.571429,0.028571,12.195122,0.756098,36.585366,0,12.195122,0,24.390244,0,24.390244,0,0,1.166667,4.5,4.884615,8,0.595262,41,7.071429,2.48458,1.363636,0.428571,338.695478,1.142857,0.5,0.833333,0.333333,0.333333,0.166667,0.285714,0.166667,0.109183,0.06531,0.126137,0.18854,0,0,0.153295,0.08042,0.373903,0.260888
